User,Transaction,Tag
User11,MPS XXXXXXXXXXXXXXX ESHA SWEETS /202345642043/704534/BANGALORE,Food
User1,MPS/NAGARJUNA BIRYANI /202357988751/983509/BANGALORE,Food
User6,MPS/1MG /202330852146/857491/BANGALORE,Medical
User2,BIL/DECATHLON /202371726447/675417/BANGALORE,Shopping
User18,ME DC SI/MEDANTA /202392301306/136669/BANGALORE,Medical
User9,POS/SONY LIV /202370146675/331283/BANGALORE,Subscription
User5,POS/KARIM’S /202369630526/477375/BANGALORE,Food
User6,POS/AIIMS /202332888186/184402/BANGALORE,Medical
User14,MPS XXXXXXXXXXXX TACO BELL /202300286128/510558/BANGALORE,Food
User4,POS/TRIVAGO /202380032846/815928/BANGALORE,Travel
User20,ME DC SI XXXXXXXXXXXXXXX PARADISE BIRYANI /202365969933/253335/BANGALORE,Food
User3,ME DC SI/TRIVAGO /202319701237/696059/BANGALORE,Travel
User7,ME DC SI XXXXXXXXXXX NAGARJUNA BIRYANI /202362760220/571625/BANGALORE,Food
User13,MPS XXXXXXXXXXXX VODAFONE RED /202358532412/765758/BANGALORE,Subscription
User19,MPS/APOLLO PHARMACY /202384127176/814909/BANGALORE,Medical
User7,BIL/1MG /202344933801/566694/BANGALORE,Medical
User1,ME DC SI/RAVI MEDICINE /202315168991/614586/BANGALORE,Medical
User5,BIL XXXXXXXXXXXXXX RAVI MEDICINE /202316332589/708573/BANGALORE,Medical
User17,MPS/FORTIS /202339493290/698302/BANGALORE,Medical
User17,ME DC SI/TINDER /202376496663/177963/BANGALORE,Subscription
User13,MPS/IRCTC /202305306968/442621/BANGALORE,Travel
User15,MPS XXXXXXXXXX BOOKING.COM /202306592773/261667/BANGALORE,Travel
User11,POS/IRCTC /202351736533/616440/BANGALORE,Travel
User4,BIL/MEDPLUS /202336514863/681749/BANGALORE,Medical
User7,MPS XXXXXXXXXXXXXX AIIMS /202343829668/944667/BANGALORE,Medical
User13,MPS XXXXXXXXXXXXXX MEDANTA /202370580523/396966/BANGALORE,Medical
User8,ME DC SI/MEDANTA /202304258142/161992/BANGALORE,Medical
User6,MPS/OYO ROOMS /202312188200/960021/BANGALORE,Travel
User3,BIL/IKEA /202316246308/335270/BANGALORE,Shopping
User17,POS/1MG /202334363935/729645/BANGALORE,Medical
User2,ME DC SI XXXXXXXXXXXXX GAANA /202306436098/994445/BANGALORE,Subscription
User13,MPS/COLUMBIA ASIA /202340294018/542183/BANGALORE,Medical
User8,MPS XXXXXXXXXXXXXX PANTALOONS /202326176637/736095/BANGALORE,Shopping
User1,ME DC SI/ZEE5 /202340118356/915556/BANGALORE,Subscription
User6,POS XXXXXXXXXXXXXX FORTIS /202336254534/167133/BANGALORE,Medical
User20,MPS/TACO BELL /202306729197/181172/BANGALORE,Food
User14,ME DC SI XXXXXXXXXXXXX BARBEQUE NATION /202310408172/623957/BANGALORE,Food
User14,ME DC SI/DISNEY+ HOTSTAR /202313709188/790916/BANGALORE,Subscription
User4,BIL/AIR INDIA /202336688892/884451/BANGALORE,Travel
User13,BIL XXXXXXXXXXXXXXX RAVI MEDICINE /202305508543/362149/BANGALORE,Medical
User3,BIL/MAX HEALTHCARE /202324837060/350133/BANGALORE,Medical
User6,ME DC SI XXXXXXXXXXX NETFLIX /202392331010/300340/BANGALORE,Subscription
User10,ME DC SI XXXXXXXXXXX MCDONALDS /202388839901/940980/BANGALORE,Food
User1,MPS/FLIPKART /202355999647/117924/BANGALORE,Shopping
User20,MPS XXXXXXXXXXXXX NETMEDS /202358068047/517272/BANGALORE,Medical
User12,BIL XXXXXXXXXXXXXXX OYO ROOMS /202389765805/370398/BANGALORE,Travel
User15,POS/SARAVANA BHAVAN /202360750555/265598/BANGALORE,Food
User7,MPS/DOMINOS PIZZA /202374372426/530882/BANGALORE,Food
User14,BIL XXXXXXXXXX DECATHLON /202329088581/451305/BANGALORE,Shopping
User18,BIL XXXXXXXXXXXXXX SPICEJET /202356908186/795473/BANGALORE,Travel
User11,ME DC SI/FORTIS /202337138371/516540/BANGALORE,Medical
User2,BIL XXXXXXXXXXXXXXX SPICEJET /202390703497/307372/BANGALORE,Travel
User2,ME DC SI XXXXXXXXXX BIG BAZAAR /202313903039/489002/BANGALORE,Shopping
User5,BIL/INDIGO /202383201420/211653/BANGALORE,Travel
User18,POS XXXXXXXXXXXXXX NETMEDS /202337711091/757251/BANGALORE,Medical
User18,ME DC SI XXXXXXXXXXX HALDIRAMS /202359585645/880233/BANGALORE,Food
User12,BIL/SHOPPERS STOP /202392623896/500246/BANGALORE,Shopping
User17,MPS XXXXXXXXXXXXXXX SHOPPERS STOP /202313441960/173716/BANGALORE,Shopping
User20,ME DC SI/SARAVANA BHAVAN /202385048457/191867/BANGALORE,Food
User4,ME DC SI/NARAYANA HEALTH /202359950459/414798/BANGALORE,Medical
User11,MPS XXXXXXXXXXXXXX KARIM’S /202394702816/389666/BANGALORE,Food
User19,BIL/MEGHNA FOODS /202376206036/147932/BANGALORE,Food
User6,POS/NAGARJUNA BIRYANI /202398727343/833472/BANGALORE,Food
User3,ME DC SI/ESHA SWEETS /202386623931/542589/BANGALORE,Food
User1,BIL XXXXXXXXXXXXXX MANOJ SWEETS /202334450567/253403/BANGALORE,Food
User14,MPS XXXXXXXXXXXXXXX PRIME VIDEO /202323474571/834546/BANGALORE,Subscription
User19,POS XXXXXXXXXXXXX GAANA /202368046557/446907/BANGALORE,Subscription
User1,BIL/AIIMS /202366284503/792464/BANGALORE,Medical
User20,ME DC SI XXXXXXXXXXXXXXX RELIANCE DIGITAL /202390808277/718452/BANGALORE,Shopping
User20,MPS XXXXXXXXXXXXXXX HOTSTAR /202356574972/569581/BANGALORE,Subscription
User1,MPS/FABINDIA /202389890593/373130/BANGALORE,Shopping
User7,POS XXXXXXXXXXXXX MAX HEALTHCARE /202311544033/249692/BANGALORE,Medical
User1,POS XXXXXXXXXXXXXX BURGER KING /202319345838/280298/BANGALORE,Food
User17,BIL XXXXXXXXXX KANTI SWEETS /202385548059/266531/BANGALORE,Food
User15,BIL/TANISHQ /202363684636/645746/BANGALORE,Shopping
User8,BIL XXXXXXXXXXXX RELIANCE DIGITAL /202366827527/724679/BANGALORE,Shopping
User9,BIL XXXXXXXXXX SHOPPERS STOP /202377366319/697585/BANGALORE,Shopping
User2,ME DC SI/VODAFONE RED /202325251278/465073/BANGALORE,Subscription
User2,ME DC SI XXXXXXXXXX HOTSTAR /202334186266/314819/BANGALORE,Subscription
User8,MPS XXXXXXXXXXXXXX ZEE5 /202374922510/979694/BANGALORE,Subscription
User10,POS/VODAFONE RED /202321195741/407016/BANGALORE,Subscription
User10,BIL/PRIME VIDEO /202302675892/538591/BANGALORE,Subscription
User2,ME DC SI/MAX HEALTHCARE /202354704194/506439/BANGALORE,Medical
User15,ME DC SI/DECATHLON /202345124993/972529/BANGALORE,Shopping
User20,MPS/FLIPKART /202332768069/270718/BANGALORE,Shopping
User16,POS XXXXXXXXXXXXXX NARAYANA HEALTH /202317799451/210608/BANGALORE,Medical
User9,BIL/FLIPKART /202381092176/513396/BANGALORE,Shopping
User9,ME DC SI XXXXXXXXXXXXXX NETMEDS /202371283702/964040/BANGALORE,Medical
User14,ME DC SI/FLIPKART /202334019171/439836/BANGALORE,Shopping
User12,MPS XXXXXXXXXXXXXX FLIPKART /202393594235/460016/BANGALORE,Shopping
User6,MPS XXXXXXXXXXXXXX AMAZON /202388044540/453075/BANGALORE,Shopping
User9,POS XXXXXXXXXXXX BUMBLE /202385510712/409715/BANGALORE,Subscription
User16,MPS XXXXXXXXXXXXX MAX HEALTHCARE /202393566879/346023/BANGALORE,Medical
User13,ME DC SI XXXXXXXXXXX AIR INDIA /202370847952/550607/BANGALORE,Travel
User8,MPS XXXXXXXXXXX NETMEDS /202304285630/511509/BANGALORE,Medical
User12,MPS XXXXXXXXXXXXXX AIR INDIA /202397033171/262160/BANGALORE,Travel
User14,POS XXXXXXXXXXXXXX KARIM’S /202300006038/244696/BANGALORE,Food
User16,ME DC SI XXXXXXXXXXXX BUMBLE /202373678728/726931/BANGALORE,Subscription
User3,BIL/RAVI MEDICINE /202388328841/573220/BANGALORE,Medical
User11,ME DC SI/TACO BELL /202389459952/359321/BANGALORE,Food
User18,ME DC SI XXXXXXXXXXX FLIPKART /202302672188/678953/BANGALORE,Shopping
User20,BIL/IKEA /202302142357/968764/BANGALORE,Shopping
User11,POS/DOMINOS PIZZA /202391103462/166200/BANGALORE,Food
User15,ME DC SI XXXXXXXXXXXX TACO BELL /202337295617/921952/BANGALORE,Food
User12,ME DC SI XXXXXXXXXXXXXX GAANA /202397380108/179215/BANGALORE,Subscription
User10,MPS/ZEE5 /202351479523/745199/BANGALORE,Subscription
User2,POS XXXXXXXXXX DISNEY+ HOTSTAR /202302835224/655871/BANGALORE,Subscription
User14,BIL/MANIS DUM BIRYANI /202315972964/625237/BANGALORE,Food
User16,POS XXXXXXXXXXXXX PARADISE BIRYANI /202353987442/837800/BANGALORE,Food
User11,BIL/SPOTIFY /202302122274/469088/BANGALORE,Subscription
User5,ME DC SI/1MG /202350668904/410645/BANGALORE,Medical
User4,MPS XXXXXXXXXXX TANISHQ /202361375108/775783/BANGALORE,Shopping
User15,ME DC SI/MEDPLUS /202362777766/728506/BANGALORE,Medical
User2,MPS/BARBEQUE NATION /202335388742/919141/BANGALORE,Food
User17,BIL/KARIM’S /202351042900/653519/BANGALORE,Food
User7,ME DC SI/IKEA /202305844899/355029/BANGALORE,Shopping
User8,BIL XXXXXXXXXXXXXX FABINDIA /202371292848/611582/BANGALORE,Shopping
User11,POS XXXXXXXXXXXXXXX HOTSTAR /202366218067/829602/BANGALORE,Subscription
User15,MPS XXXXXXXXXXXXX TRUFFLES /202300253721/336740/BANGALORE,Food
User7,BIL/MEDANTA /202307237006/101136/BANGALORE,Medical
User19,MPS XXXXXXXXXXXXXXX DISNEY+ HOTSTAR /202312542250/542761/BANGALORE,Subscription
User18,POS XXXXXXXXXXX MAKEMYTRIP /202392041473/307448/BANGALORE,Travel
User2,POS/IRCTC /202305923028/290967/BANGALORE,Travel
User10,ME DC SI/BIG BAZAAR /202336550226/652248/BANGALORE,Shopping
User6,ME DC SI XXXXXXXXXXX GOIBIBO /202377492311/317181/BANGALORE,Travel
User17,BIL XXXXXXXXXXXXXXX PARADISE BIRYANI /202312149586/460083/BANGALORE,Food
User14,POS/TRUFFLES /202387843147/199221/BANGALORE,Food
User3,MPS/DECATHLON /202324705698/303797/BANGALORE,Shopping
User6,ME DC SI/DISNEY+ HOTSTAR /202304120348/184915/BANGALORE,Subscription
User2,POS XXXXXXXXXXXX NETFLIX /202328658427/803254/BANGALORE,Subscription
User2,BIL XXXXXXXXXX FLIPKART /202366728777/828571/BANGALORE,Shopping
User17,MPS XXXXXXXXXX HOTSTAR /202333429225/823186/BANGALORE,Subscription
User19,POS/MAKEMYTRIP /202370936999/370352/BANGALORE,Travel
User14,MPS XXXXXXXXXX ALT BALAJI /202348211707/395071/BANGALORE,Subscription
User8,MPS XXXXXXXXXXXXXX COLUMBIA ASIA /202300428689/340207/BANGALORE,Medical
User19,POS XXXXXXXXXXXXXX SPOTIFY /202332768052/243572/BANGALORE,Subscription
User16,BIL/MANIS DUM BIRYANI /202364585188/562030/BANGALORE,Food
User6,POS/BUMBLE /202311135153/132949/BANGALORE,Subscription
User19,BIL/FABINDIA /202357788072/637014/BANGALORE,Shopping
User3,BIL/BARBEQUE NATION /202359414500/461283/BANGALORE,Food
User16,MPS/TRIVAGO /202377805705/610283/BANGALORE,Travel
User4,ME DC SI/PRIME VIDEO /202399119502/290354/BANGALORE,Subscription
User13,MPS XXXXXXXXXXXXX COLUMBIA ASIA /202346644518/110401/BANGALORE,Medical
User20,MPS XXXXXXXXXXXXXX TANISHQ /202326049382/369849/BANGALORE,Shopping
User4,POS/MAKEMYTRIP /202364474520/261039/BANGALORE,Travel
User16,ME DC SI XXXXXXXXXXXXX RAVI MEDICINE /202348181458/371758/BANGALORE,Medical
User11,ME DC SI/BIG BAZAAR /202382950021/652567/BANGALORE,Shopping
User13,ME DC SI/MAX HEALTHCARE /202333435854/232076/BANGALORE,Medical
User17,ME DC SI XXXXXXXXXXXX MANIS DUM BIRYANI /202318737764/294841/BANGALORE,Food
User2,BIL/1MG /202392218527/490968/BANGALORE,Medical
User12,ME DC SI/MANOJ SWEETS /202333065590/415649/BANGALORE,Food
User10,POS/MAX HEALTHCARE /202395293133/906000/BANGALORE,Medical
User6,MPS/MCDONALDS /202305547773/860065/BANGALORE,Food
User8,MPS/TANISHQ /202388026753/648988/BANGALORE,Shopping
User17,BIL XXXXXXXXXXXXXXX MAKEMYTRIP /202331965688/927737/BANGALORE,Travel
User11,BIL XXXXXXXXXXX RELIANCE DIGITAL /202310733234/571946/BANGALORE,Shopping
User5,POS/IRCTC /202340800831/691464/BANGALORE,Travel
User6,MPS/FABINDIA /202366560278/920149/BANGALORE,Shopping
User13,BIL XXXXXXXXXX PARADISE BIRYANI /202378112465/572989/BANGALORE,Food
User14,POS/KANTI SWEETS /202305800377/423508/BANGALORE,Food
User5,BIL XXXXXXXXXXXXXXX RELIANCE DIGITAL /202376941425/101494/BANGALORE,Shopping
User15,POS/PARADISE BIRYANI /202314462883/907292/BANGALORE,Food
User6,ME DC SI/PRIME VIDEO /202312684566/498278/BANGALORE,Subscription
User19,BIL/SARAVANA BHAVAN /202346814253/217646/BANGALORE,Food
User14,POS XXXXXXXXXXXXXXX HALDIRAMS /202317153981/410648/BANGALORE,Food
User7,BIL/SONY LIV /202346044408/633615/BANGALORE,Subscription
User5,MPS XXXXXXXXXXXXXXX SPICEJET /202308005244/150770/BANGALORE,Travel
User15,MPS XXXXXXXXXXXXX IRCTC /202309566430/529167/BANGALORE,Travel
User4,MPS XXXXXXXXXXXXXXX 1MG /202307174043/484979/BANGALORE,Medical
User15,POS XXXXXXXXXXXX SHOPPERS STOP /202367799357/285999/BANGALORE,Shopping
User6,MPS XXXXXXXXXXXXXX MAX HEALTHCARE /202369621610/566863/BANGALORE,Medical
User19,ME DC SI/ESHA SWEETS /202344827737/766226/BANGALORE,Food
User11,MPS/NAGARJUNA BIRYANI /202399797252/800650/BANGALORE,Food
User11,MPS XXXXXXXXXXXX KANTI SWEETS /202330322100/795631/BANGALORE,Food
User1,POS/YATRA /202316544487/190295/BANGALORE,Travel
User10,POS XXXXXXXXXX MEDPLUS /202313428816/911499/BANGALORE,Medical
User10,ME DC SI XXXXXXXXXX ARUN MEDICAL /202367637295/329359/BANGALORE,Medical
User4,ME DC SI/BUMBLE /202306039862/279515/BANGALORE,Subscription
User5,BIL XXXXXXXXXXX MANOJ SWEETS /202316476724/592578/BANGALORE,Food
User15,MPS/NETMEDS /202313464678/566294/BANGALORE,Medical
User1,ME DC SI XXXXXXXXXX AMAZON /202373549406/799121/BANGALORE,Shopping
User2,ME DC SI/AMAZON /202329689529/655248/BANGALORE,Shopping
User10,ME DC SI XXXXXXXXXXX BARBEQUE NATION /202332976613/879346/BANGALORE,Food
User7,POS XXXXXXXXXXXXXXX COLUMBIA ASIA /202355943588/869561/BANGALORE,Medical
User5,POS/SONY LIV /202388201226/136366/BANGALORE,Subscription
User13,BIL XXXXXXXXXXXXXX OYO ROOMS /202392023303/601951/BANGALORE,Travel
User3,MPS/VODAFONE RED /202364992528/659848/BANGALORE,Subscription
User1,BIL/HOTSTAR /202308602539/985298/BANGALORE,Subscription
User15,MPS/TRIVAGO /202317676401/522820/BANGALORE,Travel
User15,BIL/ALT BALAJI /202381512921/119430/BANGALORE,Subscription
User7,MPS XXXXXXXXXXXXXX TINDER /202395304730/645332/BANGALORE,Subscription
User9,ME DC SI XXXXXXXXXXX TRIVAGO /202311451868/104083/BANGALORE,Travel
User12,BIL XXXXXXXXXXXXXX NARAYANA HEALTH /202395409272/795846/BANGALORE,Medical
User4,MPS XXXXXXXXXX VODAFONE RED /202359600133/126755/BANGALORE,Subscription
User4,ME DC SI/1MG /202352874804/572394/BANGALORE,Medical
User4,BIL/TRUFFLES /202319173556/900162/BANGALORE,Food
User10,ME DC SI/SHOPPERS STOP /202390883657/778569/BANGALORE,Shopping
User16,MPS XXXXXXXXXX MAKEMYTRIP /202355867043/437526/BANGALORE,Travel
User7,POS XXXXXXXXXXXXXX BOOKING.COM /202318552843/493653/BANGALORE,Travel
User9,BIL/MAX HEALTHCARE /202302656920/296427/BANGALORE,Medical
User16,MPS/YATRA /202383148662/257511/BANGALORE,Travel
User3,BIL XXXXXXXXXXXX GAANA /202379974176/647652/BANGALORE,Subscription
User1,BIL XXXXXXXXXXXX MEDPLUS /202359758066/188182/BANGALORE,Medical
User11,BIL/AIIMS /202397842281/348359/BANGALORE,Medical
User8,ME DC SI/TACO BELL /202389077894/335043/BANGALORE,Food
User17,MPS/NETFLIX /202320183807/824635/BANGALORE,Subscription
User16,BIL/OYO ROOMS /202325240183/991237/BANGALORE,Travel
User16,POS XXXXXXXXXXX ZEE5 /202392949605/651208/BANGALORE,Subscription
User14,BIL/TRIVAGO /202315779637/936515/BANGALORE,Travel
User11,POS/MAKEMYTRIP /202367809159/972743/BANGALORE,Travel
User8,MPS XXXXXXXXXXXX SARAVANA BHAVAN /202398353609/105580/BANGALORE,Food
User2,MPS XXXXXXXXXX RAVI MEDICINE /202325276777/287182/BANGALORE,Medical
User18,BIL XXXXXXXXXXXX BUMBLE /202389080306/928264/BANGALORE,Subscription
User20,POS XXXXXXXXXXXXX OYO ROOMS /202392415295/905676/BANGALORE,Travel
User2,MPS XXXXXXXXXXXXX NETMEDS /202363515882/314117/BANGALORE,Medical
User10,BIL/MEDANTA /202335030649/890182/BANGALORE,Medical
User3,BIL XXXXXXXXXXXXX 1MG /202338628282/667204/BANGALORE,Medical
User15,POS XXXXXXXXXXXXX TRIVAGO /202302472498/943189/BANGALORE,Travel
User16,POS XXXXXXXXXXXXXX RELIANCE DIGITAL /202361860054/628071/BANGALORE,Shopping
User19,MPS/AMAZON /202346918376/396565/BANGALORE,Shopping
User16,MPS XXXXXXXXXX PANTALOONS /202380824859/211369/BANGALORE,Shopping
User10,POS/AIIMS /202352575513/243690/BANGALORE,Medical
User7,BIL/DISNEY+ HOTSTAR /202375429040/955279/BANGALORE,Subscription
User8,BIL XXXXXXXXXXXXX SHOPPERS STOP /202358206053/874764/BANGALORE,Shopping
User3,POS/GOIBIBO /202324580439/181243/BANGALORE,Travel
User9,BIL/GAANA /202318073867/804094/BANGALORE,Subscription
User2,ME DC SI/PANTALOONS /202348317509/776880/BANGALORE,Shopping
User15,ME DC SI XXXXXXXXXXXXX ZEE5 /202385988239/528419/BANGALORE,Subscription
User19,ME DC SI XXXXXXXXXXX BUMBLE /202349531934/631701/BANGALORE,Subscription
User6,BIL XXXXXXXXXXXXXX RELIANCE DIGITAL /202300218876/563613/BANGALORE,Shopping
User17,MPS/TACO BELL /202338584773/238369/BANGALORE,Food
User10,BIL/HALDIRAMS /202399277589/832437/BANGALORE,Food
User13,POS/FABINDIA /202349367786/574688/BANGALORE,Shopping
User18,ME DC SI/BIG BAZAAR /202372541263/644314/BANGALORE,Shopping
User15,BIL/RELIANCE DIGITAL /202393308063/812652/BANGALORE,Shopping
User4,MPS/OYO ROOMS /202329078343/381092/BANGALORE,Travel
User15,POS XXXXXXXXXXXXXXX 1MG /202375904000/824691/BANGALORE,Medical
User12,POS/TANISHQ /202301617758/702490/BANGALORE,Shopping
User20,ME DC SI/BIG BAZAAR /202356485942/695038/BANGALORE,Shopping
User6,BIL/SHOPPERS STOP /202374377075/357065/BANGALORE,Shopping
User2,MPS XXXXXXXXXXXX TINDER /202384665746/360677/BANGALORE,Subscription
User4,POS XXXXXXXXXXXXXX IRCTC /202365889273/615520/BANGALORE,Travel
User6,MPS XXXXXXXXXX KANTI SWEETS /202395124536/298746/BANGALORE,Food
User20,MPS/GAANA /202314730857/469166/BANGALORE,Subscription
User19,ME DC SI XXXXXXXXXXXXXXX MEDANTA /202399667771/487170/BANGALORE,Medical
User16,MPS/KANTI SWEETS /202343021004/733815/BANGALORE,Food
User2,BIL XXXXXXXXXXX MAKEMYTRIP /202313803788/242303/BANGALORE,Travel
User7,POS/FABINDIA /202313734998/298334/BANGALORE,Shopping
User11,ME DC SI XXXXXXXXXX INDIGO /202338502738/849830/BANGALORE,Travel
User18,BIL XXXXXXXXXXXXXXX MEDPLUS /202361660926/156872/BANGALORE,Medical
User16,ME DC SI/GOIBIBO /202365291145/342170/BANGALORE,Travel
User5,ME DC SI/MCDONALDS /202308564583/299009/BANGALORE,Food
User5,BIL/SARAVANA BHAVAN /202343310183/117403/BANGALORE,Food
User3,BIL XXXXXXXXXXX SPOTIFY /202318665748/724698/BANGALORE,Subscription
User15,MPS XXXXXXXXXXX AIR INDIA /202373513686/384453/BANGALORE,Travel
User9,ME DC SI/YATRA /202346525590/568105/BANGALORE,Travel
User5,ME DC SI/ESHA SWEETS /202306475069/968325/BANGALORE,Food
User8,POS XXXXXXXXXXXXX ALT BALAJI /202392377182/748490/BANGALORE,Subscription
User12,POS/NETMEDS /202325191189/735524/BANGALORE,Medical
User1,MPS/PANTALOONS /202338301927/467106/BANGALORE,Shopping
User12,BIL XXXXXXXXXX AMAZON /202356912819/264777/BANGALORE,Shopping
User3,ME DC SI/PARADISE BIRYANI /202371908056/254250/BANGALORE,Food
User7,MPS/SARAVANA BHAVAN /202365122902/887820/BANGALORE,Food
User20,MPS XXXXXXXXXXXXXX SONY LIV /202357152626/192604/BANGALORE,Subscription
User2,POS XXXXXXXXXXXX SONY LIV /202377441567/295903/BANGALORE,Subscription
User5,POS/NETMEDS /202348643961/801509/BANGALORE,Medical
User13,POS/FORTIS /202302712270/369783/BANGALORE,Medical
User20,POS XXXXXXXXXXXXXXX KARIM’S /202397877947/430200/BANGALORE,Food
User19,ME DC SI/MANIS DUM BIRYANI /202353261662/754854/BANGALORE,Food
User16,POS/BARBEQUE NATION /202372923854/979078/BANGALORE,Food
User11,ME DC SI/NETFLIX /202381688662/489298/BANGALORE,Subscription
User19,MPS XXXXXXXXXXX NETMEDS /202387128789/818234/BANGALORE,Medical
User18,POS XXXXXXXXXXX MAX HEALTHCARE /202381616329/759779/BANGALORE,Medical
User11,POS/BUMBLE /202306781956/351818/BANGALORE,Subscription
User8,ME DC SI/AMAZON /202374867613/158011/BANGALORE,Shopping
User1,POS XXXXXXXXXXXXXX COLUMBIA ASIA /202353371261/811956/BANGALORE,Medical
User20,POS XXXXXXXXXXXXX BURGER KING /202338928619/581606/BANGALORE,Food
User18,MPS XXXXXXXXXX BURGER KING /202328070025/977247/BANGALORE,Food
User5,POS XXXXXXXXXXXXXXX MAX HEALTHCARE /202364754734/236471/BANGALORE,Medical
User5,ME DC SI/AIR INDIA /202336225604/999200/BANGALORE,Travel
User17,POS XXXXXXXXXXXX NAGARJUNA BIRYANI /202376833244/833214/BANGALORE,Food
User16,POS/AMAZON /202391345987/874981/BANGALORE,Shopping
User14,BIL XXXXXXXXXXXXXX TANISHQ /202361414842/653548/BANGALORE,Shopping
User4,POS XXXXXXXXXXXXXXX DECATHLON /202399594661/882141/BANGALORE,Shopping
User10,POS XXXXXXXXXX FORTIS /202398650410/484847/BANGALORE,Medical
User3,BIL/PANTALOONS /202384200691/765984/BANGALORE,Shopping
User9,BIL/IRCTC /202335613259/240040/BANGALORE,Travel
User8,ME DC SI/AMAZON /202395900791/827819/BANGALORE,Shopping
User15,POS/SHOPPERS STOP /202362062164/756070/BANGALORE,Shopping
User2,ME DC SI XXXXXXXXXXXX ALT BALAJI /202309359566/943638/BANGALORE,Subscription
User4,BIL/FORTIS /202379370766/830121/BANGALORE,Medical
User12,BIL/BOOKING.COM /202348176536/588491/BANGALORE,Travel
User8,BIL XXXXXXXXXXXXXXX BIG BAZAAR /202310519875/813618/BANGALORE,Shopping
User9,BIL XXXXXXXXXXXX FORTIS /202307132704/689681/BANGALORE,Medical
User18,POS/HOTSTAR /202331536151/733481/BANGALORE,Subscription
User1,ME DC SI/GAANA /202302163264/980418/BANGALORE,Subscription
User5,ME DC SI XXXXXXXXXXX TRUFFLES /202385338218/227028/BANGALORE,Food
User10,ME DC SI XXXXXXXXXX DISNEY+ HOTSTAR /202316383610/318638/BANGALORE,Subscription
User19,MPS/INDIGO /202329140310/162342/BANGALORE,Travel
User12,ME DC SI/YATRA /202351278437/467612/BANGALORE,Travel
User3,BIL/MANOJ SWEETS /202393284004/967883/BANGALORE,Food
User6,POS/TRIVAGO /202334974666/502685/BANGALORE,Travel
User9,ME DC SI/BIG BAZAAR /202307135044/343022/BANGALORE,Shopping
User18,MPS XXXXXXXXXXXX NARAYANA HEALTH /202355404250/957253/BANGALORE,Medical
User8,MPS/AIIMS /202301392170/456166/BANGALORE,Medical
User14,MPS XXXXXXXXXXXXXXX MAKEMYTRIP /202313975612/138047/BANGALORE,Travel
User18,BIL/AMAZON /202382654563/693141/BANGALORE,Shopping
User5,ME DC SI/COLUMBIA ASIA /202356479115/597875/BANGALORE,Medical
User12,POS/VODAFONE RED /202370611028/107659/BANGALORE,Subscription
User4,POS/MEGHNA FOODS /202303957759/945763/BANGALORE,Food
User5,ME DC SI XXXXXXXXXX FABINDIA /202312039562/674977/BANGALORE,Shopping
User12,ME DC SI XXXXXXXXXXXXXXX NETFLIX /202355507149/271038/BANGALORE,Subscription
User1,POS/MAX HEALTHCARE /202338650857/473713/BANGALORE,Medical
User4,ME DC SI XXXXXXXXXXXXXXX MEDANTA /202348987685/469228/BANGALORE,Medical
User6,MPS/FLIPKART /202394561806/194383/BANGALORE,Shopping
User13,POS XXXXXXXXXXXXX FLIPKART /202321212082/782428/BANGALORE,Shopping
User3,ME DC SI/TANISHQ /202380343434/348015/BANGALORE,Shopping
User13,MPS XXXXXXXXXX NETMEDS /202339691637/376325/BANGALORE,Medical
